"","unq","f.ratio","f.msy","fmsy.id","f","f.ts","stocklong.x","stocklong.y","stockid","assessid","year","b.ts","b","bmsy.id","b.msy","b.ratio","region","overfished","bmsy.status","fmsy.status","rebuilding"
"182.3","dover sole pacific coast 2010",0.129770992366412,0.131,"Fmsy-1/yr",0.017,"F-1/T","dover sole pacific coast","dover sole pacific coast","DSOLEPCOAST","SWFSC-DSOLEPCOAST-1910-2011-STACHURA",2013,"SSB-MT",397836,"SSBmsy-MT",114398,3.47764821063305,"west","not overfished","above","none","not"
"184","english sole pacific coast 2000",0.148148148148148,0.27,"Fmsy-1/yr",0.04,"F-1/T","english sole pacific coast","english sole pacific coast","ESOLEPCOAST","NWFSC-ESOLEPCOAST-1876-2007-BRANCH",2000,"SSB-MT",16006,"SSBmsy-MT",6526,2.45265093472265,"west","not overfished","above","none","not"
"185","english sole pacific coast 2001",0.148148148148148,0.27,"Fmsy-1/yr",0.04,"F-1/T","english sole pacific coast","english sole pacific coast","ESOLEPCOAST","NWFSC-ESOLEPCOAST-1876-2007-BRANCH",2001,"SSB-MT",20120,"SSBmsy-MT",6526,3.08305240576157,"west","not overfished","above","none","not"
"186","english sole pacific coast 2002",0.111111111111111,0.27,"Fmsy-1/yr",0.03,"F-1/T","english sole pacific coast","english sole pacific coast","ESOLEPCOAST","NWFSC-ESOLEPCOAST-1876-2007-BRANCH",2002,"SSB-MT",26545,"SSBmsy-MT",6526,4.06757585044438,"west","not overfished","above","none","not"
"187","english sole pacific coast 2003",0.0740740740740741,0.27,"Fmsy-1/yr",0.02,"F-1/T","english sole pacific coast","english sole pacific coast","ESOLEPCOAST","NWFSC-ESOLEPCOAST-1876-2007-BRANCH",2003,"SSB-MT",33548,"SSBmsy-MT",6526,5.1406680968434,"west","not overfished","above","none","not"
"188","english sole pacific coast 2004",0.0740740740740741,0.27,"Fmsy-1/yr",0.02,"F-1/T","english sole pacific coast","english sole pacific coast","ESOLEPCOAST","NWFSC-ESOLEPCOAST-1876-2007-BRANCH",2004,"SSB-MT",38534,"SSBmsy-MT",6526,5.90468893656145,"west","not overfished","above","none","not"
"189","english sole pacific coast 2005",0.0740740740740741,0.27,"Fmsy-1/yr",0.02,"F-1/T","english sole pacific coast","english sole pacific coast","ESOLEPCOAST","NWFSC-ESOLEPCOAST-1876-2007-BRANCH",2005,"SSB-MT",41029,"SSBmsy-MT",6526,6.2870058228624,"west","not overfished","above","none","not"
"190","english sole pacific coast 2006",0.0740740740740741,0.27,"Fmsy-1/yr",0.02,"F-1/T","english sole pacific coast","english sole pacific coast","ESOLEPCOAST","NWFSC-ESOLEPCOAST-1876-2007-BRANCH",2006,"SSB-MT",42193,"SSBmsy-MT",6526,6.46536929206252,"west","not overfished","above","none","not"
"190.1","english sole pacific coast 2006",0.0740740740740741,0.27,"Fmsy-1/yr",0.02,"F-1/T","english sole pacific coast","english sole pacific coast","ESOLEPCOAST","NWFSC-ESOLEPCOAST-1876-2007-BRANCH",2007,"SSB-MT",42193,"SSBmsy-MT",6526,6.46536929206252,"west","not overfished","above","none","not"
"190.2","english sole pacific coast 2006",0.0740740740740741,0.27,"Fmsy-1/yr",0.02,"F-1/T","english sole pacific coast","english sole pacific coast","ESOLEPCOAST","NWFSC-ESOLEPCOAST-1876-2007-BRANCH",2008,"SSB-MT",42193,"SSBmsy-MT",6526,6.46536929206252,"west","not overfished","above","none","not"
"190.3","english sole pacific coast 2006",0.0740740740740741,0.27,"Fmsy-1/yr",0.02,"F-1/T","english sole pacific coast","english sole pacific coast","ESOLEPCOAST","NWFSC-ESOLEPCOAST-1876-2007-BRANCH",2009,"SSB-MT",42193,"SSBmsy-MT",6526,6.46536929206252,"west","not overfished","above","none","not"
"190.4","english sole pacific coast 2006",0.0740740740740741,0.27,"Fmsy-1/yr",0.02,"F-1/T","english sole pacific coast","english sole pacific coast","ESOLEPCOAST","NWFSC-ESOLEPCOAST-1876-2007-BRANCH",2010,"SSB-MT",42193,"SSBmsy-MT",6526,6.46536929206252,"west","not overfished","above","none","not"
"190.5","english sole pacific coast 2006",0.0740740740740741,0.27,"Fmsy-1/yr",0.02,"F-1/T","english sole pacific coast","english sole pacific coast","ESOLEPCOAST","NWFSC-ESOLEPCOAST-1876-2007-BRANCH",2011,"SSB-MT",42193,"SSBmsy-MT",6526,6.46536929206252,"west","not overfished","above","none","not"
"190.6","english sole pacific coast 2006",0.0740740740740741,0.27,"Fmsy-1/yr",0.02,"F-1/T","english sole pacific coast","english sole pacific coast","ESOLEPCOAST","NWFSC-ESOLEPCOAST-1876-2007-BRANCH",2012,"SSB-MT",42193,"SSBmsy-MT",6526,6.46536929206252,"west","not overfished","above","none","not"
"190.7","english sole pacific coast 2006",0.0740740740740741,0.27,"Fmsy-1/yr",0.02,"F-1/T","english sole pacific coast","english sole pacific coast","ESOLEPCOAST","NWFSC-ESOLEPCOAST-1876-2007-BRANCH",2013,"SSB-MT",42193,"SSBmsy-MT",6526,6.46536929206252,"west","not overfished","above","none","not"
"192","gopher rockfish southern pacific coast 2000",0.776699029126214,0.103,"Umsy-ratio",0.08,"ER-ratio","gopher rockfish southern pacific coast","gopher rockfish southern pacific coast","GOPHERSPCOAST","SWFSC-GOPHERSPCOAST-1965-2005-STANTON",2000,"SSB-MT",2370.3,"SSBmsy-MT",798,2.9703007518797,"west","not overfished","above","none","not"
"193","gopher rockfish southern pacific coast 2001",1.10679611650485,0.103,"Umsy-ratio",0.114,"ER-ratio","gopher rockfish southern pacific coast","gopher rockfish southern pacific coast","GOPHERSPCOAST","SWFSC-GOPHERSPCOAST-1965-2005-STANTON",2001,"SSB-MT",2423.8,"SSBmsy-MT",798,3.03734335839599,"west","not overfished","above","overfishing","not"
"194","gopher rockfish southern pacific coast 2002",0.815533980582524,0.103,"Umsy-ratio",0.084,"ER-ratio","gopher rockfish southern pacific coast","gopher rockfish southern pacific coast","GOPHERSPCOAST","SWFSC-GOPHERSPCOAST-1965-2005-STANTON",2002,"SSB-MT",2292.2,"SSBmsy-MT",798,2.87243107769424,"west","not overfished","above","none","not"
"195","gopher rockfish southern pacific coast 2003",1.0873786407767,0.103,"Umsy-ratio",0.112,"ER-ratio","gopher rockfish southern pacific coast","gopher rockfish southern pacific coast","GOPHERSPCOAST","SWFSC-GOPHERSPCOAST-1965-2005-STANTON",2003,"SSB-MT",2167.6,"SSBmsy-MT",798,2.71629072681704,"west","not overfished","above","overfishing","not"
"196","gopher rockfish southern pacific coast 2004",0.388349514563107,0.103,"Umsy-ratio",0.04,"ER-ratio","gopher rockfish southern pacific coast","gopher rockfish southern pacific coast","GOPHERSPCOAST","SWFSC-GOPHERSPCOAST-1965-2005-STANTON",2004,"SSB-MT",1970.8,"SSBmsy-MT",798,2.46967418546366,"west","not overfished","above","none","not"
"196.1","gopher rockfish southern pacific coast 2004",0.388349514563107,0.103,"Umsy-ratio",0.04,"ER-ratio","gopher rockfish southern pacific coast","gopher rockfish southern pacific coast","GOPHERSPCOAST","SWFSC-GOPHERSPCOAST-1965-2005-STANTON",2005,"SSB-MT",1970.8,"SSBmsy-MT",798,2.46967418546366,"west","not overfished","above","none","not"
"196.2","gopher rockfish southern pacific coast 2004",0.388349514563107,0.103,"Umsy-ratio",0.04,"ER-ratio","gopher rockfish southern pacific coast","gopher rockfish southern pacific coast","GOPHERSPCOAST","SWFSC-GOPHERSPCOAST-1965-2005-STANTON",2006,"SSB-MT",1970.8,"SSBmsy-MT",798,2.46967418546366,"west","not overfished","above","none","not"
"196.3","gopher rockfish southern pacific coast 2004",0.388349514563107,0.103,"Umsy-ratio",0.04,"ER-ratio","gopher rockfish southern pacific coast","gopher rockfish southern pacific coast","GOPHERSPCOAST","SWFSC-GOPHERSPCOAST-1965-2005-STANTON",2007,"SSB-MT",1970.8,"SSBmsy-MT",798,2.46967418546366,"west","not overfished","above","none","not"
"196.4","gopher rockfish southern pacific coast 2004",0.388349514563107,0.103,"Umsy-ratio",0.04,"ER-ratio","gopher rockfish southern pacific coast","gopher rockfish southern pacific coast","GOPHERSPCOAST","SWFSC-GOPHERSPCOAST-1965-2005-STANTON",2008,"SSB-MT",1970.8,"SSBmsy-MT",798,2.46967418546366,"west","not overfished","above","none","not"
"196.5","gopher rockfish southern pacific coast 2004",0.388349514563107,0.103,"Umsy-ratio",0.04,"ER-ratio","gopher rockfish southern pacific coast","gopher rockfish southern pacific coast","GOPHERSPCOAST","SWFSC-GOPHERSPCOAST-1965-2005-STANTON",2009,"SSB-MT",1970.8,"SSBmsy-MT",798,2.46967418546366,"west","not overfished","above","none","not"
"196.6","gopher rockfish southern pacific coast 2004",0.388349514563107,0.103,"Umsy-ratio",0.04,"ER-ratio","gopher rockfish southern pacific coast","gopher rockfish southern pacific coast","GOPHERSPCOAST","SWFSC-GOPHERSPCOAST-1965-2005-STANTON",2010,"SSB-MT",1970.8,"SSBmsy-MT",798,2.46967418546366,"west","not overfished","above","none","not"
"196.7","gopher rockfish southern pacific coast 2004",0.388349514563107,0.103,"Umsy-ratio",0.04,"ER-ratio","gopher rockfish southern pacific coast","gopher rockfish southern pacific coast","GOPHERSPCOAST","SWFSC-GOPHERSPCOAST-1965-2005-STANTON",2011,"SSB-MT",1970.8,"SSBmsy-MT",798,2.46967418546366,"west","not overfished","above","none","not"
"196.8","gopher rockfish southern pacific coast 2004",0.388349514563107,0.103,"Umsy-ratio",0.04,"ER-ratio","gopher rockfish southern pacific coast","gopher rockfish southern pacific coast","GOPHERSPCOAST","SWFSC-GOPHERSPCOAST-1965-2005-STANTON",2012,"SSB-MT",1970.8,"SSBmsy-MT",798,2.46967418546366,"west","not overfished","above","none","not"
"196.9","gopher rockfish southern pacific coast 2004",0.388349514563107,0.103,"Umsy-ratio",0.04,"ER-ratio","gopher rockfish southern pacific coast","gopher rockfish southern pacific coast","GOPHERSPCOAST","SWFSC-GOPHERSPCOAST-1965-2005-STANTON",2013,"SSB-MT",1970.8,"SSBmsy-MT",798,2.46967418546366,"west","not overfished","above","none","not"
"198","greenspotted rockfish pacific coast north 2000",0.9,0.07,"Fmsy-1/yr",0.063,"F-1/T","greenspotted rockfish pacific coast north","greenspotted rockfish pacific coast north","GRSPROCKNCAL","SWFSC-GRSPROCKNCAL-1916-2010-STACHURA",2000,"SSB-eggs",69522500000,"SSBmsy-eggs",5.64e+11,0.123266843971631,"west","Overfished","below","none","not"
"199","greenspotted rockfish pacific coast north 2001",0.457142857142857,0.07,"Fmsy-1/yr",0.032,"F-1/T","greenspotted rockfish pacific coast north","greenspotted rockfish pacific coast north","GRSPROCKNCAL","SWFSC-GRSPROCKNCAL-1916-2010-STACHURA",2001,"SSB-eggs",75298500000,"SSBmsy-eggs",5.64e+11,0.133507978723404,"west","Overfished","below","none","not"
"200","greenspotted rockfish pacific coast north 2002",0.114285714285714,0.07,"Fmsy-1/yr",0.008,"F-1/T","greenspotted rockfish pacific coast north","greenspotted rockfish pacific coast north","GRSPROCKNCAL","SWFSC-GRSPROCKNCAL-1916-2010-STACHURA",2002,"SSB-eggs",82939500000,"SSBmsy-eggs",5.64e+11,0.14705585106383,"west","Overfished","below","none","not"
"201","greenspotted rockfish pacific coast north 2003",0.0142857142857143,0.07,"Fmsy-1/yr",0.001,"F-1/T","greenspotted rockfish pacific coast north","greenspotted rockfish pacific coast north","GRSPROCKNCAL","SWFSC-GRSPROCKNCAL-1916-2010-STACHURA",2003,"SSB-eggs",92330500000,"SSBmsy-eggs",5.64e+11,0.163706560283688,"west","Overfished","below","none","not"
"202","greenspotted rockfish pacific coast north 2004",0.0142857142857143,0.07,"Fmsy-1/yr",0.001,"F-1/T","greenspotted rockfish pacific coast north","greenspotted rockfish pacific coast north","GRSPROCKNCAL","SWFSC-GRSPROCKNCAL-1916-2010-STACHURA",2004,"SSB-eggs",1.02e+11,"SSBmsy-eggs",5.64e+11,0.180851063829787,"west","Overfished","below","none","not"
"203","greenspotted rockfish pacific coast north 2005",0,0.07,"Fmsy-1/yr",0,"F-1/T","greenspotted rockfish pacific coast north","greenspotted rockfish pacific coast north","GRSPROCKNCAL","SWFSC-GRSPROCKNCAL-1916-2010-STACHURA",2005,"SSB-eggs",1.13e+11,"SSBmsy-eggs",5.64e+11,0.200354609929078,"west","Overfished","below","none","not"
"204","greenspotted rockfish pacific coast north 2006",0,0.07,"Fmsy-1/yr",0,"F-1/T","greenspotted rockfish pacific coast north","greenspotted rockfish pacific coast north","GRSPROCKNCAL","SWFSC-GRSPROCKNCAL-1916-2010-STACHURA",2006,"SSB-eggs",1.23e+11,"SSBmsy-eggs",5.64e+11,0.218085106382979,"west","Overfished","below","none","not"
"205","greenspotted rockfish pacific coast north 2007",0.0142857142857143,0.07,"Fmsy-1/yr",0.001,"F-1/T","greenspotted rockfish pacific coast north","greenspotted rockfish pacific coast north","GRSPROCKNCAL","SWFSC-GRSPROCKNCAL-1916-2010-STACHURA",2007,"SSB-eggs",1.33e+11,"SSBmsy-eggs",5.64e+11,0.235815602836879,"west","Overfished","below","none","not"
"206","greenspotted rockfish pacific coast north 2008",0.0142857142857143,0.07,"Fmsy-1/yr",0.001,"F-1/T","greenspotted rockfish pacific coast north","greenspotted rockfish pacific coast north","GRSPROCKNCAL","SWFSC-GRSPROCKNCAL-1916-2010-STACHURA",2008,"SSB-eggs",1.43e+11,"SSBmsy-eggs",5.64e+11,0.25354609929078,"west","Overfished","below","none","not"
"207","greenspotted rockfish pacific coast north 2009",0.0142857142857143,0.07,"Fmsy-1/yr",0.001,"F-1/T","greenspotted rockfish pacific coast north","greenspotted rockfish pacific coast north","GRSPROCKNCAL","SWFSC-GRSPROCKNCAL-1916-2010-STACHURA",2009,"SSB-eggs",1.53e+11,"SSBmsy-eggs",5.64e+11,0.271276595744681,"west","Overfished","below","none","not"
"208","greenspotted rockfish pacific coast north 2010",0,0.07,"Fmsy-1/yr",0,"F-1/T","greenspotted rockfish pacific coast north","greenspotted rockfish pacific coast north","GRSPROCKNCAL","SWFSC-GRSPROCKNCAL-1916-2010-STACHURA",2010,"SSB-eggs",1.63e+11,"SSBmsy-eggs",5.64e+11,0.289007092198582,"west","Overfished","below","none","not"
"208.1","greenspotted rockfish pacific coast north 2010",0,0.07,"Fmsy-1/yr",0,"F-1/T","greenspotted rockfish pacific coast north","greenspotted rockfish pacific coast north","GRSPROCKNCAL","SWFSC-GRSPROCKNCAL-1916-2010-STACHURA",2011,"SSB-eggs",1.63e+11,"SSBmsy-eggs",5.64e+11,0.289007092198582,"west","Overfished","below","none","not"
"208.2","greenspotted rockfish pacific coast north 2010",0,0.07,"Fmsy-1/yr",0,"F-1/T","greenspotted rockfish pacific coast north","greenspotted rockfish pacific coast north","GRSPROCKNCAL","SWFSC-GRSPROCKNCAL-1916-2010-STACHURA",2012,"SSB-eggs",1.63e+11,"SSBmsy-eggs",5.64e+11,0.289007092198582,"west","Overfished","below","none","not"
"208.3","greenspotted rockfish pacific coast north 2010",0,0.07,"Fmsy-1/yr",0,"F-1/T","greenspotted rockfish pacific coast north","greenspotted rockfish pacific coast north","GRSPROCKNCAL","SWFSC-GRSPROCKNCAL-1916-2010-STACHURA",2013,"SSB-eggs",1.63e+11,"SSBmsy-eggs",5.64e+11,0.289007092198582,"west","Overfished","below","none","not"
"209","greenspotted rockfish pacific coast south 2000",0.266666666666667,0.06,"Fmsy-1/yr",0.016,"F-1/T","greenspotted rockfish pacific coast south","greenspotted rockfish pacific coast south","GRSPROCKSCAL","SWFSC-GRSPROCKSCAL-1916-2010-STACHURA",2000,"SSB-eggs",1.89e+11,"SSBmsy-eggs",7.94e+11,0.238035264483627,"west","Overfished","below","none","not"
"210","greenspotted rockfish pacific coast south 2001",0.2,0.06,"Fmsy-1/yr",0.012,"F-1/T","greenspotted rockfish pacific coast south","greenspotted rockfish pacific coast south","GRSPROCKSCAL","SWFSC-GRSPROCKSCAL-1916-2010-STACHURA",2001,"SSB-eggs",1.98e+11,"SSBmsy-eggs",7.94e+11,0.249370277078086,"west","Overfished","below","none","not"
"211","greenspotted rockfish pacific coast south 2002",0.15,0.06,"Fmsy-1/yr",0.009,"F-1/T","greenspotted rockfish pacific coast south","greenspotted rockfish pacific coast south","GRSPROCKSCAL","SWFSC-GRSPROCKSCAL-1916-2010-STACHURA",2002,"SSB-eggs",2.08e+11,"SSBmsy-eggs",7.94e+11,0.261964735516373,"west","Overfished","below","none","not"
"212","greenspotted rockfish pacific coast south 2003",0,0.06,"Fmsy-1/yr",0,"F-1/T","greenspotted rockfish pacific coast south","greenspotted rockfish pacific coast south","GRSPROCKSCAL","SWFSC-GRSPROCKSCAL-1916-2010-STACHURA",2003,"SSB-eggs",2.19e+11,"SSBmsy-eggs",7.94e+11,0.275818639798489,"west","Overfished","below","none","not"
"213","greenspotted rockfish pacific coast south 2004",0.183333333333333,0.06,"Fmsy-1/yr",0.011,"F-1/T","greenspotted rockfish pacific coast south","greenspotted rockfish pacific coast south","GRSPROCKSCAL","SWFSC-GRSPROCKSCAL-1916-2010-STACHURA",2004,"SSB-eggs",2.3e+11,"SSBmsy-eggs",7.94e+11,0.289672544080605,"west","Overfished","below","none","not"
"214","greenspotted rockfish pacific coast south 2005",0.316666666666667,0.06,"Fmsy-1/yr",0.019,"F-1/T","greenspotted rockfish pacific coast south","greenspotted rockfish pacific coast south","GRSPROCKSCAL","SWFSC-GRSPROCKSCAL-1916-2010-STACHURA",2005,"SSB-eggs",2.4e+11,"SSBmsy-eggs",7.94e+11,0.302267002518892,"west","Overfished","below","none","not"
"215","greenspotted rockfish pacific coast south 2006",0.0833333333333333,0.06,"Fmsy-1/yr",0.005,"F-1/T","greenspotted rockfish pacific coast south","greenspotted rockfish pacific coast south","GRSPROCKSCAL","SWFSC-GRSPROCKSCAL-1916-2010-STACHURA",2006,"SSB-eggs",2.48e+11,"SSBmsy-eggs",7.94e+11,0.312342569269521,"west","Overfished","below","none","not"
"216","greenspotted rockfish pacific coast south 2007",0.15,0.06,"Fmsy-1/yr",0.009,"F-1/T","greenspotted rockfish pacific coast south","greenspotted rockfish pacific coast south","GRSPROCKSCAL","SWFSC-GRSPROCKSCAL-1916-2010-STACHURA",2007,"SSB-eggs",2.59e+11,"SSBmsy-eggs",7.94e+11,0.326196473551637,"west","Overfished","below","none","not"
"217","greenspotted rockfish pacific coast south 2008",0.116666666666667,0.06,"Fmsy-1/yr",0.007,"F-1/T","greenspotted rockfish pacific coast south","greenspotted rockfish pacific coast south","GRSPROCKSCAL","SWFSC-GRSPROCKSCAL-1916-2010-STACHURA",2008,"SSB-eggs",2.68e+11,"SSBmsy-eggs",7.94e+11,0.337531486146096,"west","Overfished","below","none","not"
"218","greenspotted rockfish pacific coast south 2009",0.15,0.06,"Fmsy-1/yr",0.009,"F-1/T","greenspotted rockfish pacific coast south","greenspotted rockfish pacific coast south","GRSPROCKSCAL","SWFSC-GRSPROCKSCAL-1916-2010-STACHURA",2009,"SSB-eggs",2.78e+11,"SSBmsy-eggs",7.94e+11,0.350125944584383,"west","Overfished","below","none","not"
"219","greenspotted rockfish pacific coast south 2010",0.116666666666667,0.06,"Fmsy-1/yr",0.007,"F-1/T","greenspotted rockfish pacific coast south","greenspotted rockfish pacific coast south","GRSPROCKSCAL","SWFSC-GRSPROCKSCAL-1916-2010-STACHURA",2010,"SSB-eggs",2.87e+11,"SSBmsy-eggs",7.94e+11,0.361460957178841,"west","Overfished","below","none","not"
"219.1","greenspotted rockfish pacific coast south 2010",0.116666666666667,0.06,"Fmsy-1/yr",0.007,"F-1/T","greenspotted rockfish pacific coast south","greenspotted rockfish pacific coast south","GRSPROCKSCAL","SWFSC-GRSPROCKSCAL-1916-2010-STACHURA",2011,"SSB-eggs",2.87e+11,"SSBmsy-eggs",7.94e+11,0.361460957178841,"west","Overfished","below","none","not"
"219.2","greenspotted rockfish pacific coast south 2010",0.116666666666667,0.06,"Fmsy-1/yr",0.007,"F-1/T","greenspotted rockfish pacific coast south","greenspotted rockfish pacific coast south","GRSPROCKSCAL","SWFSC-GRSPROCKSCAL-1916-2010-STACHURA",2012,"SSB-eggs",2.87e+11,"SSBmsy-eggs",7.94e+11,0.361460957178841,"west","Overfished","below","none","not"
"219.3","greenspotted rockfish pacific coast south 2010",0.116666666666667,0.06,"Fmsy-1/yr",0.007,"F-1/T","greenspotted rockfish pacific coast south","greenspotted rockfish pacific coast south","GRSPROCKSCAL","SWFSC-GRSPROCKSCAL-1916-2010-STACHURA",2013,"SSB-eggs",2.87e+11,"SSBmsy-eggs",7.94e+11,0.361460957178841,"west","Overfished","below","none","not"
