"","unq","f.ratio","f.msy","fmsy.id","f","f.ts","stocklong.x","stocklong.y","stockid","assessid","year","b.ts","b","bmsy.id","b.msy","b.ratio","region"
"447","winter flounder georges bank 2002",1.30238095238095,0.42,"Fmsy-1/T",0.547,"F-1/T","winter flounder georges bank",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"448","winter flounder georges bank 2003",2.02857142857143,0.42,"Fmsy-1/T",0.852,"F-1/T","winter flounder georges bank",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"449","winter flounder georges bank 2004",1.5,0.42,"Fmsy-1/T",0.63,"F-1/T","winter flounder georges bank",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"450","winter flounder georges bank 2005",1.33809523809524,0.42,"Fmsy-1/T",0.562,"F-1/T","winter flounder georges bank",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"451","winter flounder georges bank 2006",0.476190476190476,0.42,"Fmsy-1/T",0.2,"F-1/T","winter flounder georges bank",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"452","winter flounder georges bank 2007",0.507142857142857,0.42,"Fmsy-1/T",0.213,"F-1/T","winter flounder georges bank",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"453","winter flounder georges bank 2008",0.545238095238095,0.42,"Fmsy-1/T",0.229,"F-1/T","winter flounder georges bank",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"454","winter flounder georges bank 2009",0.547619047619048,0.42,"Fmsy-1/T",0.23,"F-1/T","winter flounder georges bank",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"455","winter flounder georges bank 2010",0.366666666666667,0.42,"Fmsy-1/T",0.154,"F-1/T","winter flounder georges bank",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"456","winter flounder nafo-5z 2000",NA,NA,NA,NA,NA,NA,"winter flounder nafo-5z","WINFLOUN5Z","NEFSC-WINFLOUN5Z-1982-2007-HENDRICKSON",2000,"SSB-MT",11571,"SSBmsy-MT",16000,0.7231875,"ne"
"457","winter flounder nafo-5z 2001",NA,NA,NA,NA,NA,NA,"winter flounder nafo-5z","WINFLOUN5Z","NEFSC-WINFLOUN5Z-1982-2007-HENDRICKSON",2001,"SSB-MT",9082,"SSBmsy-MT",16000,0.567625,"ne"
"458","winter flounder nafo-5z 2002",NA,NA,NA,NA,NA,NA,"winter flounder nafo-5z","WINFLOUN5Z","NEFSC-WINFLOUN5Z-1982-2007-HENDRICKSON",2002,"SSB-MT",8860,"SSBmsy-MT",16000,0.55375,"ne"
"459","winter flounder nafo-5z 2003",NA,NA,NA,NA,NA,NA,"winter flounder nafo-5z","WINFLOUN5Z","NEFSC-WINFLOUN5Z-1982-2007-HENDRICKSON",2003,"SSB-MT",8308,"SSBmsy-MT",16000,0.51925,"ne"
"460","winter flounder nafo-5z 2004",NA,NA,NA,NA,NA,NA,"winter flounder nafo-5z","WINFLOUN5Z","NEFSC-WINFLOUN5Z-1982-2007-HENDRICKSON",2004,"SSB-MT",5572,"SSBmsy-MT",16000,0.34825,"ne"
"461","winter flounder nafo-5z 2005",NA,NA,NA,NA,NA,NA,"winter flounder nafo-5z","WINFLOUN5Z","NEFSC-WINFLOUN5Z-1982-2007-HENDRICKSON",2005,"SSB-MT",4459,"SSBmsy-MT",16000,0.2786875,"ne"
"462","winter flounder nafo-5z 2006",NA,NA,NA,NA,NA,NA,"winter flounder nafo-5z","WINFLOUN5Z","NEFSC-WINFLOUN5Z-1982-2007-HENDRICKSON",2006,"SSB-MT",4477,"SSBmsy-MT",16000,0.2798125,"ne"
"463","winter flounder southern new england-mid atlantic 2000",1.93103448275862,0.29,"Fmsy",0.56,"F","winter flounder southern new england-mid atlantic","winter flounder southern new england-mid atlantic","WINFLOUNSNEMATL","NEFSC-WINFLOUNSNEMATL-1981-2010-KURIYAMA",2000,"SSB-MT",8941,"SSBmsy-MT",43661,0.204782299993129,"ne"
"464","winter flounder southern new england-mid atlantic 2001",2.41379310344828,0.29,"Fmsy",0.7,"F","winter flounder southern new england-mid atlantic","winter flounder southern new england-mid atlantic","WINFLOUNSNEMATL","NEFSC-WINFLOUNSNEMATL-1981-2010-KURIYAMA",2001,"SSB-MT",8124,"SSBmsy-MT",43661,0.18606994800852,"ne"
"465","winter flounder southern new england-mid atlantic 2002",2.17241379310345,0.29,"Fmsy",0.63,"F","winter flounder southern new england-mid atlantic","winter flounder southern new england-mid atlantic","WINFLOUNSNEMATL","NEFSC-WINFLOUNSNEMATL-1981-2010-KURIYAMA",2002,"SSB-MT",6045,"SSBmsy-MT",43661,0.138453081697625,"ne"
"466","winter flounder southern new england-mid atlantic 2003",1.89655172413793,0.29,"Fmsy",0.55,"F","winter flounder southern new england-mid atlantic","winter flounder southern new england-mid atlantic","WINFLOUNSNEMATL","NEFSC-WINFLOUNSNEMATL-1981-2010-KURIYAMA",2003,"SSB-MT",5555,"SSBmsy-MT",43661,0.12723025125398,"ne"
"467","winter flounder southern new england-mid atlantic 2004",1.58620689655172,0.29,"Fmsy",0.46,"F","winter flounder southern new england-mid atlantic","winter flounder southern new england-mid atlantic","WINFLOUNSNEMATL","NEFSC-WINFLOUNSNEMATL-1981-2010-KURIYAMA",2004,"SSB-MT",4911,"SSBmsy-MT",43661,0.112480245528046,"ne"
"468","winter flounder southern new england-mid atlantic 2005",1.27586206896552,0.29,"Fmsy",0.37,"F","winter flounder southern new england-mid atlantic","winter flounder southern new england-mid atlantic","WINFLOUNSNEMATL","NEFSC-WINFLOUNSNEMATL-1981-2010-KURIYAMA",2005,"SSB-MT",4505,"SSBmsy-MT",43661,0.103181328874739,"ne"
"469","winter flounder southern new england-mid atlantic 2006",1.44827586206897,0.29,"Fmsy",0.42,"F","winter flounder southern new england-mid atlantic","winter flounder southern new england-mid atlantic","WINFLOUNSNEMATL","NEFSC-WINFLOUNSNEMATL-1981-2010-KURIYAMA",2006,"SSB-MT",5194,"SSBmsy-MT",43661,0.118962002702641,"ne"
"470","winter flounder southern new england-mid atlantic 2007",1.17241379310345,0.29,"Fmsy",0.34,"F","winter flounder southern new england-mid atlantic","winter flounder southern new england-mid atlantic","WINFLOUNSNEMATL","NEFSC-WINFLOUNSNEMATL-1981-2010-KURIYAMA",2007,"SSB-MT",6221,"SSBmsy-MT",43661,0.142484139163097,"ne"
"471","winter flounder southern new england-mid atlantic 2008",0.827586206896552,0.29,"Fmsy",0.24,"F","winter flounder southern new england-mid atlantic","winter flounder southern new england-mid atlantic","WINFLOUNSNEMATL","NEFSC-WINFLOUNSNEMATL-1981-2010-KURIYAMA",2008,"SSB-MT",5850,"SSBmsy-MT",43661,0.133986853255766,"ne"
"472","winter flounder southern new england-mid atlantic 2009",0.310344827586207,0.29,"Fmsy",0.09,"F","winter flounder southern new england-mid atlantic","winter flounder southern new england-mid atlantic","WINFLOUNSNEMATL","NEFSC-WINFLOUNSNEMATL-1981-2010-KURIYAMA",2009,"SSB-MT",5729,"SSBmsy-MT",43661,0.131215501248254,"ne"
"473","winter flounder southern new england-mid atlantic 2010",0.172413793103448,0.29,"Fmsy",0.05,"F","winter flounder southern new england-mid atlantic","winter flounder southern new england-mid atlantic","WINFLOUNSNEMATL","NEFSC-WINFLOUNSNEMATL-1981-2010-KURIYAMA",2010,"SSB-MT",7076,"SSBmsy-MT",43661,0.162066833100479,"ne"
"474","witch flounder nafo-5y 2000",2.8,0.2,"Fmsy-1/T",0.56,"F-1/T","witch flounder nafo-5y","witch flounder nafo-5y","WITFLOUN5Y","NEFSC-WITFLOUN5Y-1982-2008-WIGLEY",2000,"SSB-MT",6874,"SSBmsy-MT",11447,0.600506682973705,"ne"
"475","witch flounder nafo-5y 2001",4.5,0.2,"Fmsy-1/T",0.9,"F-1/T","witch flounder nafo-5y","witch flounder nafo-5y","WITFLOUN5Y","NEFSC-WITFLOUN5Y-1982-2008-WIGLEY",2001,"SSB-MT",6831,"SSBmsy-MT",11447,0.596750240237617,"ne"
"476","witch flounder nafo-5y 2002",2.65,0.2,"Fmsy-1/T",0.53,"F-1/T","witch flounder nafo-5y","witch flounder nafo-5y","WITFLOUN5Y","NEFSC-WITFLOUN5Y-1982-2008-WIGLEY",2002,"SSB-MT",6429,"SSBmsy-MT",11447,0.561631868611863,"ne"
"477","witch flounder nafo-5y 2003",3.55,0.2,"Fmsy-1/T",0.71,"F-1/T","witch flounder nafo-5y","witch flounder nafo-5y","WITFLOUN5Y","NEFSC-WITFLOUN5Y-1982-2008-WIGLEY",2003,"SSB-MT",5941,"SSBmsy-MT",11447,0.519000611513934,"ne"
"478","witch flounder nafo-5y 2004",4.05,0.2,"Fmsy-1/T",0.81,"F-1/T","witch flounder nafo-5y","witch flounder nafo-5y","WITFLOUN5Y","NEFSC-WITFLOUN5Y-1982-2008-WIGLEY",2004,"SSB-MT",4835,"SSBmsy-MT",11447,0.422381409976413,"ne"
"479","witch flounder nafo-5y 2005",3.15,0.2,"Fmsy-1/T",0.63,"F-1/T","witch flounder nafo-5y","witch flounder nafo-5y","WITFLOUN5Y","NEFSC-WITFLOUN5Y-1982-2008-WIGLEY",2005,"SSB-MT",4575,"SSBmsy-MT",11447,0.39966803529309,"ne"
"480","witch flounder nafo-5y 2006",2.35,0.2,"Fmsy-1/T",0.47,"F-1/T","witch flounder nafo-5y","witch flounder nafo-5y","WITFLOUN5Y","NEFSC-WITFLOUN5Y-1982-2008-WIGLEY",2006,"SSB-MT",3696,"SSBmsy-MT",11447,0.322879357036778,"ne"
"481","witch flounder nafo-5y 2007",1.45,0.2,"Fmsy-1/T",0.29,"F-1/T","witch flounder nafo-5y","witch flounder nafo-5y","WITFLOUN5Y","NEFSC-WITFLOUN5Y-1982-2008-WIGLEY",2007,"SSB-MT",3434,"SSBmsy-MT",11447,0.29999126408666,"ne"
"482","yelloweye rockfish pacific coast 2000",1.15,0.02,"Fmsy-1/yr",0.023,"F-1/T","yelloweye rockfish pacific coast","yelloweye rockfish pacific coast","YEYEROCKPCOAST","NWFSC-YEYEROCKPCOAST-1916-2011-STACHURA",2000,"SSB-E6eggs",161,"SSBmsy-E6eggs",392,0.410714285714286,"west"
"483","yelloweye rockfish pacific coast 2001",1.6,0.02,"Fmsy-1/yr",0.032,"F-1/T","yelloweye rockfish pacific coast","yelloweye rockfish pacific coast","YEYEROCKPCOAST","NWFSC-YEYEROCKPCOAST-1916-2011-STACHURA",2001,"SSB-E6eggs",164,"SSBmsy-E6eggs",392,0.418367346938776,"west"
"484","yelloweye rockfish pacific coast 2002",0.35,0.02,"Fmsy-1/yr",0.007,"F-1/T","yelloweye rockfish pacific coast","yelloweye rockfish pacific coast","YEYEROCKPCOAST","NWFSC-YEYEROCKPCOAST-1916-2011-STACHURA",2002,"SSB-E6eggs",166,"SSBmsy-E6eggs",392,0.423469387755102,"west"
"485","yelloweye rockfish pacific coast 2003",0.3,0.02,"Fmsy-1/yr",0.006,"F-1/T","yelloweye rockfish pacific coast","yelloweye rockfish pacific coast","YEYEROCKPCOAST","NWFSC-YEYEROCKPCOAST-1916-2011-STACHURA",2003,"SSB-E6eggs",172,"SSBmsy-E6eggs",392,0.438775510204082,"west"
"486","yelloweye rockfish pacific coast 2004",0.35,0.02,"Fmsy-1/yr",0.007,"F-1/T","yelloweye rockfish pacific coast","yelloweye rockfish pacific coast","YEYEROCKPCOAST","NWFSC-YEYEROCKPCOAST-1916-2011-STACHURA",2004,"SSB-E6eggs",179,"SSBmsy-E6eggs",392,0.456632653061224,"west"
"487","yelloweye rockfish pacific coast 2005",0.4,0.02,"Fmsy-1/yr",0.008,"F-1/T","yelloweye rockfish pacific coast","yelloweye rockfish pacific coast","YEYEROCKPCOAST","NWFSC-YEYEROCKPCOAST-1916-2011-STACHURA",2005,"SSB-E6eggs",185,"SSBmsy-E6eggs",392,0.471938775510204,"west"
"488","yelloweye rockfish pacific coast 2006",0.35,0.02,"Fmsy-1/yr",0.007,"F-1/T","yelloweye rockfish pacific coast","yelloweye rockfish pacific coast","YEYEROCKPCOAST","NWFSC-YEYEROCKPCOAST-1916-2011-STACHURA",2006,"SSB-E6eggs",191,"SSBmsy-E6eggs",392,0.487244897959184,"west"
"489","yelloweye rockfish pacific coast 2007",0.55,0.02,"Fmsy-1/yr",0.011,"F-1/T","yelloweye rockfish pacific coast","yelloweye rockfish pacific coast","YEYEROCKPCOAST","NWFSC-YEYEROCKPCOAST-1916-2011-STACHURA",2007,"SSB-E6eggs",197,"SSBmsy-E6eggs",392,0.502551020408163,"west"
"490","yelloweye rockfish pacific coast 2008",0.35,0.02,"Fmsy-1/yr",0.007,"F-1/T","yelloweye rockfish pacific coast","yelloweye rockfish pacific coast","YEYEROCKPCOAST","NWFSC-YEYEROCKPCOAST-1916-2011-STACHURA",2008,"SSB-E6eggs",202,"SSBmsy-E6eggs",392,0.51530612244898,"west"
"491","yelloweye rockfish pacific coast 2009",0.25,0.02,"Fmsy-1/yr",0.005,"F-1/T","yelloweye rockfish pacific coast","yelloweye rockfish pacific coast","YEYEROCKPCOAST","NWFSC-YEYEROCKPCOAST-1916-2011-STACHURA",2009,"SSB-E6eggs",208,"SSBmsy-E6eggs",392,0.530612244897959,"west"
"492","yelloweye rockfish pacific coast 2010",0.25,0.02,"Fmsy-1/yr",0.005,"F-1/T","yelloweye rockfish pacific coast","yelloweye rockfish pacific coast","YEYEROCKPCOAST","NWFSC-YEYEROCKPCOAST-1916-2011-STACHURA",2010,"SSB-E6eggs",214,"SSBmsy-E6eggs",392,0.545918367346939,"west"
"493","yelloweye rockfish pacific coast 2011",NA,NA,NA,NA,NA,NA,"yelloweye rockfish pacific coast","YEYEROCKPCOAST","NWFSC-YEYEROCKPCOAST-1916-2011-STACHURA",2011,"SSB-E6eggs",219,"SSBmsy-E6eggs",392,0.558673469387755,"west"
"494","yellowtail flounder cape cod / gulf of maine 2000",8.49372384937239,0.239,"Fmsy-1/T",2.03,"F-1/T","yellowtail flounder cape cod / gulf of maine","yellowtail flounder cape cod / gulf of maine","YELLCCODGOM","NEFSC-YELLCCODGOM-1935-2008-LEGAULT",2000,"SSB-MT",1746,"SSBmsy-MT",7790,0.22413350449294,"ne"
"495","yellowtail flounder cape cod / gulf of maine 2001",7.48953974895398,0.239,"Fmsy-1/T",1.79,"F-1/T","yellowtail flounder cape cod / gulf of maine","yellowtail flounder cape cod / gulf of maine","YELLCCODGOM","NEFSC-YELLCCODGOM-1935-2008-LEGAULT",2001,"SSB-MT",1713,"SSBmsy-MT",7790,0.2198973042362,"ne"
"496","yellowtail flounder cape cod / gulf of maine 2002",6.52719665271967,0.239,"Fmsy-1/T",1.56,"F-1/T","yellowtail flounder cape cod / gulf of maine","yellowtail flounder cape cod / gulf of maine","YELLCCODGOM","NEFSC-YELLCCODGOM-1935-2008-LEGAULT",2002,"SSB-MT",1797,"SSBmsy-MT",7790,0.230680359435173,"ne"
"497","yellowtail flounder cape cod / gulf of maine 2003",6.10878661087866,0.239,"Fmsy-1/T",1.46,"F-1/T","yellowtail flounder cape cod / gulf of maine","yellowtail flounder cape cod / gulf of maine","YELLCCODGOM","NEFSC-YELLCCODGOM-1935-2008-LEGAULT",2003,"SSB-MT",1359,"SSBmsy-MT",7790,0.174454428754814,"ne"
"498","yellowtail flounder cape cod / gulf of maine 2004",7.11297071129707,0.239,"Fmsy-1/T",1.7,"F-1/T","yellowtail flounder cape cod / gulf of maine","yellowtail flounder cape cod / gulf of maine","YELLCCODGOM","NEFSC-YELLCCODGOM-1935-2008-LEGAULT",2004,"SSB-MT",902,"SSBmsy-MT",7790,0.115789473684211,"ne"
"499","yellowtail flounder cape cod / gulf of maine 2005",6.40167364016736,0.239,"Fmsy-1/T",1.53,"F-1/T","yellowtail flounder cape cod / gulf of maine","yellowtail flounder cape cod / gulf of maine","YELLCCODGOM","NEFSC-YELLCCODGOM-1935-2008-LEGAULT",2005,"SSB-MT",796,"SSBmsy-MT",7790,0.102182284980745,"ne"
"500","yellowtail flounder cape cod / gulf of maine 2006",4.22594142259414,0.239,"Fmsy-1/T",1.01,"F-1/T","yellowtail flounder cape cod / gulf of maine","yellowtail flounder cape cod / gulf of maine","YELLCCODGOM","NEFSC-YELLCCODGOM-1935-2008-LEGAULT",2006,"SSB-MT",1080,"SSBmsy-MT",7790,0.138639281129653,"ne"
"501","yellowtail flounder cape cod / gulf of maine 2007",1.73221757322176,0.239,"Fmsy-1/T",0.414,"F-1/T","yellowtail flounder cape cod / gulf of maine","yellowtail flounder cape cod / gulf of maine","YELLCCODGOM","NEFSC-YELLCCODGOM-1935-2008-LEGAULT",2007,"SSB-MT",1922,"SSBmsy-MT",7790,0.246726572528883,"ne"
"502","yellowtail flounder georges bank 2000",3.77952755905512,0.254,"Fmsy-1/T",0.96,"F-1/T","yellowtail flounder georges bank","yellowtail flounder georges bank","YELLGB","NEFSC-YELLGB-1935-2008-BAUM",2000,"SSB-MT",10280,"SSBmsy-MT",43200,0.237962962962963,"ne"
"503","yellowtail flounder georges bank 2001",3.81889763779528,0.254,"Fmsy-1/T",0.97,"F-1/T","yellowtail flounder georges bank","yellowtail flounder georges bank","YELLGB","NEFSC-YELLGB-1935-2008-BAUM",2001,"SSB-MT",9300,"SSBmsy-MT",43200,0.215277777777778,"ne"
"504","yellowtail flounder georges bank 2002",2.51968503937008,0.254,"Fmsy-1/T",0.64,"F-1/T","yellowtail flounder georges bank","yellowtail flounder georges bank","YELLGB","NEFSC-YELLGB-1935-2008-BAUM",2002,"SSB-MT",10201,"SSBmsy-MT",43200,0.236134259259259,"ne"
"505","yellowtail flounder georges bank 2003",2.36220472440945,0.254,"Fmsy-1/T",0.6,"F-1/T","yellowtail flounder georges bank","yellowtail flounder georges bank","YELLGB","NEFSC-YELLGB-1935-2008-BAUM",2003,"SSB-MT",10219,"SSBmsy-MT",43200,0.236550925925926,"ne"
"506","yellowtail flounder georges bank 2004",7.16535433070866,0.254,"Fmsy-1/T",1.82,"F-1/T","yellowtail flounder georges bank","yellowtail flounder georges bank","YELLGB","NEFSC-YELLGB-1935-2008-BAUM",2004,"SSB-MT",5869,"SSBmsy-MT",43200,0.135856481481481,"ne"
"507","yellowtail flounder georges bank 2005",4.56692913385827,0.254,"Fmsy-1/T",1.16,"F-1/T","yellowtail flounder georges bank","yellowtail flounder georges bank","YELLGB","NEFSC-YELLGB-1935-2008-BAUM",2005,"SSB-MT",4157,"SSBmsy-MT",43200,0.0962268518518519,"ne"
"508","yellowtail flounder georges bank 2006",3.50393700787402,0.254,"Fmsy-1/T",0.89,"F-1/T","yellowtail flounder georges bank","yellowtail flounder georges bank","YELLGB","NEFSC-YELLGB-1935-2008-BAUM",2006,"SSB-MT",4427,"SSBmsy-MT",43200,0.102476851851852,"ne"
"509","yellowtail flounder georges bank 2007",1.14173228346457,0.254,"Fmsy-1/T",0.29,"F-1/T","yellowtail flounder georges bank","yellowtail flounder georges bank","YELLGB","NEFSC-YELLGB-1935-2008-BAUM",2007,"SSB-MT",9526,"SSBmsy-MT",43200,0.220509259259259,"ne"
"510","yellowtail flounder southern new england-mid atlantic 2000",4.79430379746835,0.316,"Fmsy",1.515,"F","yellowtail flounder southern new england-mid atlantic","yellowtail flounder southern new england-mid atlantic","YELLSNEMATL","NEFSC-YELLSNEMATL-1973-2011-KURIYAMA",2000,"SSB-MT",1670,"SSBmsy-MT",2995,0.557595993322204,"ne"
"511","yellowtail flounder southern new england-mid atlantic 2001",5.55379746835443,0.316,"Fmsy",1.755,"F","yellowtail flounder southern new england-mid atlantic","yellowtail flounder southern new england-mid atlantic","YELLSNEMATL","NEFSC-YELLSNEMATL-1973-2011-KURIYAMA",2001,"SSB-MT",1561,"SSBmsy-MT",2995,0.521202003338898,"ne"
"512","yellowtail flounder southern new england-mid atlantic 2002",3.7246835443038,0.316,"Fmsy",1.177,"F","yellowtail flounder southern new england-mid atlantic","yellowtail flounder southern new england-mid atlantic","YELLSNEMATL","NEFSC-YELLSNEMATL-1973-2011-KURIYAMA",2002,"SSB-MT",1272,"SSBmsy-MT",2995,0.424707846410684,"ne"
"513","yellowtail flounder southern new england-mid atlantic 2003",2.8006329113924,0.316,"Fmsy",0.885,"F","yellowtail flounder southern new england-mid atlantic","yellowtail flounder southern new england-mid atlantic","YELLSNEMATL","NEFSC-YELLSNEMATL-1973-2011-KURIYAMA",2003,"SSB-MT",1030,"SSBmsy-MT",2995,0.343906510851419,"ne"
"514","yellowtail flounder southern new england-mid atlantic 2004",3.25316455696203,0.316,"Fmsy",1.028,"F","yellowtail flounder southern new england-mid atlantic","yellowtail flounder southern new england-mid atlantic","YELLSNEMATL","NEFSC-YELLSNEMATL-1973-2011-KURIYAMA",2004,"SSB-MT",711,"SSBmsy-MT",2995,0.237395659432387,"ne"
"515","yellowtail flounder southern new england-mid atlantic 2005",2.24367088607595,0.316,"Fmsy",0.709,"F","yellowtail flounder southern new england-mid atlantic","yellowtail flounder southern new england-mid atlantic","YELLSNEMATL","NEFSC-YELLSNEMATL-1973-2011-KURIYAMA",2005,"SSB-MT",686,"SSBmsy-MT",2995,0.229048414023372,"ne"
"516","yellowtail flounder southern new england-mid atlantic 2006",2.00632911392405,0.316,"Fmsy",0.634,"F","yellowtail flounder southern new england-mid atlantic","yellowtail flounder southern new england-mid atlantic","YELLSNEMATL","NEFSC-YELLSNEMATL-1973-2011-KURIYAMA",2006,"SSB-MT",1127,"SSBmsy-MT",2995,0.376293823038397,"ne"
"517","yellowtail flounder southern new england-mid atlantic 2007",1.36392405063291,0.316,"Fmsy",0.431,"F","yellowtail flounder southern new england-mid atlantic","yellowtail flounder southern new england-mid atlantic","YELLSNEMATL","NEFSC-YELLSNEMATL-1973-2011-KURIYAMA",2007,"SSB-MT",1920,"SSBmsy-MT",2995,0.641068447412354,"ne"
"518","yellowtail flounder southern new england-mid atlantic 2008",1.05063291139241,0.316,"Fmsy",0.332,"F","yellowtail flounder southern new england-mid atlantic","yellowtail flounder southern new england-mid atlantic","YELLSNEMATL","NEFSC-YELLSNEMATL-1973-2011-KURIYAMA",2008,"SSB-MT",2336,"SSBmsy-MT",2995,0.779966611018364,"ne"
"519","yellowtail flounder southern new england-mid atlantic 2009",0.674050632911392,0.316,"Fmsy",0.213,"F","yellowtail flounder southern new england-mid atlantic","yellowtail flounder southern new england-mid atlantic","YELLSNEMATL","NEFSC-YELLSNEMATL-1973-2011-KURIYAMA",2009,"SSB-MT",2648,"SSBmsy-MT",2995,0.884140233722871,"ne"
"520","yellowtail flounder southern new england-mid atlantic 2010",0.354430379746835,0.316,"Fmsy",0.112,"F","yellowtail flounder southern new england-mid atlantic","yellowtail flounder southern new england-mid atlantic","YELLSNEMATL","NEFSC-YELLSNEMATL-1973-2011-KURIYAMA",2010,"SSB-MT",3319,"SSBmsy-MT",2995,1.10818030050083,"ne"
"521","yellowtail flounder southern new england-mid atlantic 2011",0.382911392405063,0.316,"Fmsy",0.121,"F","yellowtail flounder southern new england-mid atlantic","yellowtail flounder southern new england-mid atlantic","YELLSNEMATL","NEFSC-YELLSNEMATL-1973-2011-KURIYAMA",2011,"SSB-MT",3873,"SSBmsy-MT",2995,1.29315525876461,"ne"
"522","yellowtail rockfish northern pacific coast 2000",NA,NA,NA,NA,NA,NA,"yellowtail rockfish northern pacific coast","YTROCKNPCOAST","NWFSC-YTROCKNPCOAST-1967-2005-STANTON",2000,"SSB-MT",18028.04,"SSBmsy-MT",12407,1.45305392117353,"west"
"523","yellowtail rockfish northern pacific coast 2001",NA,NA,NA,NA,NA,NA,"yellowtail rockfish northern pacific coast","YTROCKNPCOAST","NWFSC-YTROCKNPCOAST-1967-2005-STANTON",2001,"SSB-MT",18538.72,"SSBmsy-MT",12407,1.49421455629886,"west"
"524","yellowtail rockfish northern pacific coast 2002",NA,NA,NA,NA,NA,NA,"yellowtail rockfish northern pacific coast","YTROCKNPCOAST","NWFSC-YTROCKNPCOAST-1967-2005-STANTON",2002,"SSB-MT",18750.03,"SSBmsy-MT",12407,1.5112460707665,"west"
"525","yellowtail rockfish northern pacific coast 2003",NA,NA,NA,NA,NA,NA,"yellowtail rockfish northern pacific coast","YTROCKNPCOAST","NWFSC-YTROCKNPCOAST-1967-2005-STANTON",2003,"SSB-MT",16377.23,"SSBmsy-MT",12407,1.31999919400339,"west"
"526","yellowtail rockfish northern pacific coast 2004",NA,NA,NA,NA,NA,NA,"yellowtail rockfish northern pacific coast","YTROCKNPCOAST","NWFSC-YTROCKNPCOAST-1967-2005-STANTON",2004,"SSB-MT",17395.53,"SSBmsy-MT",12407,1.40207382928992,"west"
"527","yellowtail rockfish northern pacific coast 2005",NA,NA,NA,NA,NA,NA,"yellowtail rockfish northern pacific coast","YTROCKNPCOAST","NWFSC-YTROCKNPCOAST-1967-2005-STANTON",2005,"SSB-MT",16915.83,"SSBmsy-MT",12407,1.36341017167728,"west"
