"","metric.and.spp","stockid.x","assessid.x","stocklong.x","tsid","tsyear","tsvalue","stockid.y","assessid.y","stocklong.y","bioid","biovalue","ratio"
"1346","SSB-MT atlantic butterfish gulf of maine / cape hatteras","BUTTERGOMCHATT","NEFSC-BUTTERGOMCHATT-1965-2008-YOUNG","atlantic butterfish gulf of maine / cape hatteras","SSB-MT",2003,53340,NA,NA,NA,NA,NA,NA
"1347","SSB-MT atlantic butterfish gulf of maine / cape hatteras","BUTTERGOMCHATT","NEFSC-BUTTERGOMCHATT-1965-2008-YOUNG","atlantic butterfish gulf of maine / cape hatteras","SSB-MT",2004,74630,NA,NA,NA,NA,NA,NA
"1348","SSB-MT atlantic butterfish gulf of maine / cape hatteras","BUTTERGOMCHATT","NEFSC-BUTTERGOMCHATT-1965-2008-YOUNG","atlantic butterfish gulf of maine / cape hatteras","SSB-MT",2005,58410,NA,NA,NA,NA,NA,NA
"1349","SSB-MT atlantic butterfish gulf of maine / cape hatteras","BUTTERGOMCHATT","NEFSC-BUTTERGOMCHATT-1965-2008-YOUNG","atlantic butterfish gulf of maine / cape hatteras","SSB-MT",2006,43650,NA,NA,NA,NA,NA,NA
"1350","SSB-MT atlantic butterfish gulf of maine / cape hatteras","BUTTERGOMCHATT","NEFSC-BUTTERGOMCHATT-1965-2008-YOUNG","atlantic butterfish gulf of maine / cape hatteras","SSB-MT",2007,62970,NA,NA,NA,NA,NA,NA
"1351","SSB-MT atlantic butterfish gulf of maine / cape hatteras","BUTTERGOMCHATT","NEFSC-BUTTERGOMCHATT-1965-2008-YOUNG","atlantic butterfish gulf of maine / cape hatteras","SSB-MT",2008,44990,NA,NA,NA,NA,NA,NA
"1446","SSB-MT atlantic halibut nafo-5yz",NA,NA,NA,NA,NA,NA,"ATHAL5YZ","NEFSC-ATHAL5YZ-1800-2007-COL","atlantic halibut nafo-5yz","SSBmsy-MT",49000,NA
"1501","SSB-MT atlantic mackerel gulf of maine / cape hatteras","MACKGOMCHATT","NEFSC-MACKGOMCHATT-1960-2005-OVERHOLTZ","atlantic mackerel gulf of maine / cape hatteras","SSB-MT",2005,NA,"MACKGOMCHATT","NEFSC-MACKGOMCHATT-1960-2005-OVERHOLTZ","atlantic mackerel gulf of maine / cape hatteras","SSBmsy-MT",644000,NA
"1511","SSB-MT atlantic mackerel gulf of maine / cape hatteras","MACKGOMCHATT","NEFSC-MACKGOMCHATT-1960-2005-OVERHOLTZ","atlantic mackerel gulf of maine / cape hatteras","SSB-MT",1961,NA,"MACKGOMCHATT","NEFSC-MACKGOMCHATT-1960-2005-OVERHOLTZ","atlantic mackerel gulf of maine / cape hatteras","SSBmsy-MT",644000,NA
"1525","SSB-MT atlantic mackerel gulf of maine / cape hatteras","MACKGOMCHATT","NEFSC-MACKGOMCHATT-1960-2005-OVERHOLTZ","atlantic mackerel gulf of maine / cape hatteras","SSB-MT",1960,NA,"MACKGOMCHATT","NEFSC-MACKGOMCHATT-1960-2005-OVERHOLTZ","atlantic mackerel gulf of maine / cape hatteras","SSBmsy-MT",644000,NA
"1630","SSB-MT black rockfish northern pacific coast","BLACKROCKNPCOAST","NWFSC-BLACKROCKNPCOAST-1914-2006-BRANCH","black rockfish northern pacific coast","SSB-MT",1914,NA,NA,NA,NA,NA,NA,NA
"1631","SSB-MT black rockfish northern pacific coast","BLACKROCKNPCOAST","NWFSC-BLACKROCKNPCOAST-1914-2006-BRANCH","black rockfish northern pacific coast","SSB-MT",1915,2320.71,NA,NA,NA,NA,NA,NA
"1632","SSB-MT black rockfish northern pacific coast","BLACKROCKNPCOAST","NWFSC-BLACKROCKNPCOAST-1914-2006-BRANCH","black rockfish northern pacific coast","SSB-MT",1916,2320.71,NA,NA,NA,NA,NA,NA
"1633","SSB-MT black rockfish northern pacific coast","BLACKROCKNPCOAST","NWFSC-BLACKROCKNPCOAST-1914-2006-BRANCH","black rockfish northern pacific coast","SSB-MT",1917,2320.71,NA,NA,NA,NA,NA,NA
"1634","SSB-MT black rockfish northern pacific coast","BLACKROCKNPCOAST","NWFSC-BLACKROCKNPCOAST-1914-2006-BRANCH","black rockfish northern pacific coast","SSB-MT",1918,2320.71,NA,NA,NA,NA,NA,NA
"1635","SSB-MT black rockfish northern pacific coast","BLACKROCKNPCOAST","NWFSC-BLACKROCKNPCOAST-1914-2006-BRANCH","black rockfish northern pacific coast","SSB-MT",1919,2320.71,NA,NA,NA,NA,NA,NA
"1636","SSB-MT black rockfish northern pacific coast","BLACKROCKNPCOAST","NWFSC-BLACKROCKNPCOAST-1914-2006-BRANCH","black rockfish northern pacific coast","SSB-MT",1920,2320.71,NA,NA,NA,NA,NA,NA
"1637","SSB-MT black rockfish northern pacific coast","BLACKROCKNPCOAST","NWFSC-BLACKROCKNPCOAST-1914-2006-BRANCH","black rockfish northern pacific coast","SSB-MT",1921,2320.71,NA,NA,NA,NA,NA,NA
"1638","SSB-MT black rockfish northern pacific coast","BLACKROCKNPCOAST","NWFSC-BLACKROCKNPCOAST-1914-2006-BRANCH","black rockfish northern pacific coast","SSB-MT",1922,2320.71,NA,NA,NA,NA,NA,NA
"1639","SSB-MT black rockfish northern pacific coast","BLACKROCKNPCOAST","NWFSC-BLACKROCKNPCOAST-1914-2006-BRANCH","black rockfish northern pacific coast","SSB-MT",1923,2320.71,NA,NA,NA,NA,NA,NA
"1640","SSB-MT black rockfish northern pacific coast","BLACKROCKNPCOAST","NWFSC-BLACKROCKNPCOAST-1914-2006-BRANCH","black rockfish northern pacific coast","SSB-MT",1924,2320.71,NA,NA,NA,NA,NA,NA
"1641","SSB-MT black rockfish northern pacific coast","BLACKROCKNPCOAST","NWFSC-BLACKROCKNPCOAST-1914-2006-BRANCH","black rockfish northern pacific coast","SSB-MT",1925,2320.71,NA,NA,NA,NA,NA,NA
"1642","SSB-MT black rockfish northern pacific coast","BLACKROCKNPCOAST","NWFSC-BLACKROCKNPCOAST-1914-2006-BRANCH","black rockfish northern pacific coast","SSB-MT",1926,2320.71,NA,NA,NA,NA,NA,NA
"1643","SSB-MT black rockfish northern pacific coast","BLACKROCKNPCOAST","NWFSC-BLACKROCKNPCOAST-1914-2006-BRANCH","black rockfish northern pacific coast","SSB-MT",1927,2320.71,NA,NA,NA,NA,NA,NA
"1644","SSB-MT black rockfish northern pacific coast","BLACKROCKNPCOAST","NWFSC-BLACKROCKNPCOAST-1914-2006-BRANCH","black rockfish northern pacific coast","SSB-MT",1928,2320.71,NA,NA,NA,NA,NA,NA
"1645","SSB-MT black rockfish northern pacific coast","BLACKROCKNPCOAST","NWFSC-BLACKROCKNPCOAST-1914-2006-BRANCH","black rockfish northern pacific coast","SSB-MT",1929,2320.71,NA,NA,NA,NA,NA,NA
"1646","SSB-MT black rockfish northern pacific coast","BLACKROCKNPCOAST","NWFSC-BLACKROCKNPCOAST-1914-2006-BRANCH","black rockfish northern pacific coast","SSB-MT",1930,2320.71,NA,NA,NA,NA,NA,NA
"1647","SSB-MT black rockfish northern pacific coast","BLACKROCKNPCOAST","NWFSC-BLACKROCKNPCOAST-1914-2006-BRANCH","black rockfish northern pacific coast","SSB-MT",1931,2320.71,NA,NA,NA,NA,NA,NA
"1648","SSB-MT black rockfish northern pacific coast","BLACKROCKNPCOAST","NWFSC-BLACKROCKNPCOAST-1914-2006-BRANCH","black rockfish northern pacific coast","SSB-MT",1932,2320.71,NA,NA,NA,NA,NA,NA
"1649","SSB-MT black rockfish northern pacific coast","BLACKROCKNPCOAST","NWFSC-BLACKROCKNPCOAST-1914-2006-BRANCH","black rockfish northern pacific coast","SSB-MT",1933,2320.71,NA,NA,NA,NA,NA,NA
"1650","SSB-MT black rockfish northern pacific coast","BLACKROCKNPCOAST","NWFSC-BLACKROCKNPCOAST-1914-2006-BRANCH","black rockfish northern pacific coast","SSB-MT",1934,2320.71,NA,NA,NA,NA,NA,NA
"1651","SSB-MT black rockfish northern pacific coast","BLACKROCKNPCOAST","NWFSC-BLACKROCKNPCOAST-1914-2006-BRANCH","black rockfish northern pacific coast","SSB-MT",1935,2320.71,NA,NA,NA,NA,NA,NA
"1652","SSB-MT black rockfish northern pacific coast","BLACKROCKNPCOAST","NWFSC-BLACKROCKNPCOAST-1914-2006-BRANCH","black rockfish northern pacific coast","SSB-MT",1936,2320.71,NA,NA,NA,NA,NA,NA
"1653","SSB-MT black rockfish northern pacific coast","BLACKROCKNPCOAST","NWFSC-BLACKROCKNPCOAST-1914-2006-BRANCH","black rockfish northern pacific coast","SSB-MT",1937,2320.71,NA,NA,NA,NA,NA,NA
"1654","SSB-MT black rockfish northern pacific coast","BLACKROCKNPCOAST","NWFSC-BLACKROCKNPCOAST-1914-2006-BRANCH","black rockfish northern pacific coast","SSB-MT",1938,2320.71,NA,NA,NA,NA,NA,NA
"1655","SSB-MT black rockfish northern pacific coast","BLACKROCKNPCOAST","NWFSC-BLACKROCKNPCOAST-1914-2006-BRANCH","black rockfish northern pacific coast","SSB-MT",1939,2320.71,NA,NA,NA,NA,NA,NA
"1656","SSB-MT black rockfish northern pacific coast","BLACKROCKNPCOAST","NWFSC-BLACKROCKNPCOAST-1914-2006-BRANCH","black rockfish northern pacific coast","SSB-MT",1940,2320.45,NA,NA,NA,NA,NA,NA
"1657","SSB-MT black rockfish northern pacific coast","BLACKROCKNPCOAST","NWFSC-BLACKROCKNPCOAST-1914-2006-BRANCH","black rockfish northern pacific coast","SSB-MT",1941,2318.75,NA,NA,NA,NA,NA,NA
"1658","SSB-MT black rockfish northern pacific coast","BLACKROCKNPCOAST","NWFSC-BLACKROCKNPCOAST-1914-2006-BRANCH","black rockfish northern pacific coast","SSB-MT",1942,2314.83,NA,NA,NA,NA,NA,NA
"1659","SSB-MT black rockfish northern pacific coast","BLACKROCKNPCOAST","NWFSC-BLACKROCKNPCOAST-1914-2006-BRANCH","black rockfish northern pacific coast","SSB-MT",1943,2308.92,NA,NA,NA,NA,NA,NA
"1660","SSB-MT black rockfish northern pacific coast","BLACKROCKNPCOAST","NWFSC-BLACKROCKNPCOAST-1914-2006-BRANCH","black rockfish northern pacific coast","SSB-MT",1944,2301.21,NA,NA,NA,NA,NA,NA
"1661","SSB-MT black rockfish northern pacific coast","BLACKROCKNPCOAST","NWFSC-BLACKROCKNPCOAST-1914-2006-BRANCH","black rockfish northern pacific coast","SSB-MT",1945,2291.96,NA,NA,NA,NA,NA,NA
"1662","SSB-MT black rockfish northern pacific coast","BLACKROCKNPCOAST","NWFSC-BLACKROCKNPCOAST-1914-2006-BRANCH","black rockfish northern pacific coast","SSB-MT",1946,2281.38,NA,NA,NA,NA,NA,NA
"1663","SSB-MT black rockfish northern pacific coast","BLACKROCKNPCOAST","NWFSC-BLACKROCKNPCOAST-1914-2006-BRANCH","black rockfish northern pacific coast","SSB-MT",1947,2269.72,NA,NA,NA,NA,NA,NA
"1664","SSB-MT black rockfish northern pacific coast","BLACKROCKNPCOAST","NWFSC-BLACKROCKNPCOAST-1914-2006-BRANCH","black rockfish northern pacific coast","SSB-MT",1948,2255.06,NA,NA,NA,NA,NA,NA
"1665","SSB-MT black rockfish northern pacific coast","BLACKROCKNPCOAST","NWFSC-BLACKROCKNPCOAST-1914-2006-BRANCH","black rockfish northern pacific coast","SSB-MT",1949,2241.92,NA,NA,NA,NA,NA,NA
"1666","SSB-MT black rockfish northern pacific coast","BLACKROCKNPCOAST","NWFSC-BLACKROCKNPCOAST-1914-2006-BRANCH","black rockfish northern pacific coast","SSB-MT",1950,2228.17,NA,NA,NA,NA,NA,NA
"1667","SSB-MT black rockfish northern pacific coast","BLACKROCKNPCOAST","NWFSC-BLACKROCKNPCOAST-1914-2006-BRANCH","black rockfish northern pacific coast","SSB-MT",1951,2213.53,NA,NA,NA,NA,NA,NA
"1668","SSB-MT black rockfish northern pacific coast","BLACKROCKNPCOAST","NWFSC-BLACKROCKNPCOAST-1914-2006-BRANCH","black rockfish northern pacific coast","SSB-MT",1952,2198.15,NA,NA,NA,NA,NA,NA
"1669","SSB-MT black rockfish northern pacific coast","BLACKROCKNPCOAST","NWFSC-BLACKROCKNPCOAST-1914-2006-BRANCH","black rockfish northern pacific coast","SSB-MT",1953,2182.11,NA,NA,NA,NA,NA,NA
"1670","SSB-MT black rockfish northern pacific coast","BLACKROCKNPCOAST","NWFSC-BLACKROCKNPCOAST-1914-2006-BRANCH","black rockfish northern pacific coast","SSB-MT",1954,2165.43,NA,NA,NA,NA,NA,NA
"1671","SSB-MT black rockfish northern pacific coast","BLACKROCKNPCOAST","NWFSC-BLACKROCKNPCOAST-1914-2006-BRANCH","black rockfish northern pacific coast","SSB-MT",1955,2148.17,NA,NA,NA,NA,NA,NA
"1672","SSB-MT black rockfish northern pacific coast","BLACKROCKNPCOAST","NWFSC-BLACKROCKNPCOAST-1914-2006-BRANCH","black rockfish northern pacific coast","SSB-MT",1956,2130.36,NA,NA,NA,NA,NA,NA
"1673","SSB-MT black rockfish northern pacific coast","BLACKROCKNPCOAST","NWFSC-BLACKROCKNPCOAST-1914-2006-BRANCH","black rockfish northern pacific coast","SSB-MT",1957,2112.07,NA,NA,NA,NA,NA,NA
"1674","SSB-MT black rockfish northern pacific coast","BLACKROCKNPCOAST","NWFSC-BLACKROCKNPCOAST-1914-2006-BRANCH","black rockfish northern pacific coast","SSB-MT",1958,2093.33,NA,NA,NA,NA,NA,NA
"1675","SSB-MT black rockfish northern pacific coast","BLACKROCKNPCOAST","NWFSC-BLACKROCKNPCOAST-1914-2006-BRANCH","black rockfish northern pacific coast","SSB-MT",1959,2074.2,NA,NA,NA,NA,NA,NA
"1676","SSB-MT black rockfish northern pacific coast","BLACKROCKNPCOAST","NWFSC-BLACKROCKNPCOAST-1914-2006-BRANCH","black rockfish northern pacific coast","SSB-MT",1960,2054.7,NA,NA,NA,NA,NA,NA
"1677","SSB-MT black rockfish northern pacific coast","BLACKROCKNPCOAST","NWFSC-BLACKROCKNPCOAST-1914-2006-BRANCH","black rockfish northern pacific coast","SSB-MT",1961,2034.9,NA,NA,NA,NA,NA,NA
"1678","SSB-MT black rockfish northern pacific coast","BLACKROCKNPCOAST","NWFSC-BLACKROCKNPCOAST-1914-2006-BRANCH","black rockfish northern pacific coast","SSB-MT",1962,2014.8,NA,NA,NA,NA,NA,NA
"1679","SSB-MT black rockfish northern pacific coast","BLACKROCKNPCOAST","NWFSC-BLACKROCKNPCOAST-1914-2006-BRANCH","black rockfish northern pacific coast","SSB-MT",1963,1994.43,NA,NA,NA,NA,NA,NA
"1680","SSB-MT black rockfish northern pacific coast","BLACKROCKNPCOAST","NWFSC-BLACKROCKNPCOAST-1914-2006-BRANCH","black rockfish northern pacific coast","SSB-MT",1964,1973.81,NA,NA,NA,NA,NA,NA
"1681","SSB-MT black rockfish northern pacific coast","BLACKROCKNPCOAST","NWFSC-BLACKROCKNPCOAST-1914-2006-BRANCH","black rockfish northern pacific coast","SSB-MT",1965,1964.81,NA,NA,NA,NA,NA,NA
"1682","SSB-MT black rockfish northern pacific coast","BLACKROCKNPCOAST","NWFSC-BLACKROCKNPCOAST-1914-2006-BRANCH","black rockfish northern pacific coast","SSB-MT",1966,1932.92,NA,NA,NA,NA,NA,NA
"1683","SSB-MT black rockfish northern pacific coast","BLACKROCKNPCOAST","NWFSC-BLACKROCKNPCOAST-1914-2006-BRANCH","black rockfish northern pacific coast","SSB-MT",1967,1888.72,NA,NA,NA,NA,NA,NA
"1684","SSB-MT black rockfish northern pacific coast","BLACKROCKNPCOAST","NWFSC-BLACKROCKNPCOAST-1914-2006-BRANCH","black rockfish northern pacific coast","SSB-MT",1968,1881.59,NA,NA,NA,NA,NA,NA
"1685","SSB-MT black rockfish northern pacific coast","BLACKROCKNPCOAST","NWFSC-BLACKROCKNPCOAST-1914-2006-BRANCH","black rockfish northern pacific coast","SSB-MT",1969,1833.79,NA,NA,NA,NA,NA,NA
"1686","SSB-MT black rockfish northern pacific coast","BLACKROCKNPCOAST","NWFSC-BLACKROCKNPCOAST-1914-2006-BRANCH","black rockfish northern pacific coast","SSB-MT",1970,1777.13,NA,NA,NA,NA,NA,NA
"1687","SSB-MT black rockfish northern pacific coast","BLACKROCKNPCOAST","NWFSC-BLACKROCKNPCOAST-1914-2006-BRANCH","black rockfish northern pacific coast","SSB-MT",1971,1776.83,NA,NA,NA,NA,NA,NA
"1688","SSB-MT black rockfish northern pacific coast","BLACKROCKNPCOAST","NWFSC-BLACKROCKNPCOAST-1914-2006-BRANCH","black rockfish northern pacific coast","SSB-MT",1972,1780.65,NA,NA,NA,NA,NA,NA
"1689","SSB-MT black rockfish northern pacific coast","BLACKROCKNPCOAST","NWFSC-BLACKROCKNPCOAST-1914-2006-BRANCH","black rockfish northern pacific coast","SSB-MT",1973,1805.89,NA,NA,NA,NA,NA,NA
"1690","SSB-MT black rockfish northern pacific coast","BLACKROCKNPCOAST","NWFSC-BLACKROCKNPCOAST-1914-2006-BRANCH","black rockfish northern pacific coast","SSB-MT",1974,1815.63,NA,NA,NA,NA,NA,NA
"1691","SSB-MT black rockfish northern pacific coast","BLACKROCKNPCOAST","NWFSC-BLACKROCKNPCOAST-1914-2006-BRANCH","black rockfish northern pacific coast","SSB-MT",1975,1805.66,NA,NA,NA,NA,NA,NA
"1692","SSB-MT black rockfish northern pacific coast","BLACKROCKNPCOAST","NWFSC-BLACKROCKNPCOAST-1914-2006-BRANCH","black rockfish northern pacific coast","SSB-MT",1976,1744.12,NA,NA,NA,NA,NA,NA
"1693","SSB-MT black rockfish northern pacific coast","BLACKROCKNPCOAST","NWFSC-BLACKROCKNPCOAST-1914-2006-BRANCH","black rockfish northern pacific coast","SSB-MT",1977,1786.78,NA,NA,NA,NA,NA,NA
"1694","SSB-MT black rockfish northern pacific coast","BLACKROCKNPCOAST","NWFSC-BLACKROCKNPCOAST-1914-2006-BRANCH","black rockfish northern pacific coast","SSB-MT",1978,1776.96,NA,NA,NA,NA,NA,NA
"1695","SSB-MT black rockfish northern pacific coast","BLACKROCKNPCOAST","NWFSC-BLACKROCKNPCOAST-1914-2006-BRANCH","black rockfish northern pacific coast","SSB-MT",1979,1679.64,NA,NA,NA,NA,NA,NA
"1696","SSB-MT black rockfish northern pacific coast","BLACKROCKNPCOAST","NWFSC-BLACKROCKNPCOAST-1914-2006-BRANCH","black rockfish northern pacific coast","SSB-MT",1980,1654.85,NA,NA,NA,NA,NA,NA
"1697","SSB-MT black rockfish northern pacific coast","BLACKROCKNPCOAST","NWFSC-BLACKROCKNPCOAST-1914-2006-BRANCH","black rockfish northern pacific coast","SSB-MT",1981,1592.89,NA,NA,NA,NA,NA,NA
"1698","SSB-MT black rockfish northern pacific coast","BLACKROCKNPCOAST","NWFSC-BLACKROCKNPCOAST-1914-2006-BRANCH","black rockfish northern pacific coast","SSB-MT",1982,1527.67,NA,NA,NA,NA,NA,NA
"1699","SSB-MT black rockfish northern pacific coast","BLACKROCKNPCOAST","NWFSC-BLACKROCKNPCOAST-1914-2006-BRANCH","black rockfish northern pacific coast","SSB-MT",1983,1442.72,NA,NA,NA,NA,NA,NA
"1700","SSB-MT black rockfish northern pacific coast","BLACKROCKNPCOAST","NWFSC-BLACKROCKNPCOAST-1914-2006-BRANCH","black rockfish northern pacific coast","SSB-MT",1984,1359.63,NA,NA,NA,NA,NA,NA
"1701","SSB-MT black rockfish northern pacific coast","BLACKROCKNPCOAST","NWFSC-BLACKROCKNPCOAST-1914-2006-BRANCH","black rockfish northern pacific coast","SSB-MT",1985,1257.16,NA,NA,NA,NA,NA,NA
"1702","SSB-MT black rockfish northern pacific coast","BLACKROCKNPCOAST","NWFSC-BLACKROCKNPCOAST-1914-2006-BRANCH","black rockfish northern pacific coast","SSB-MT",1986,1185.99,NA,NA,NA,NA,NA,NA
"1703","SSB-MT black rockfish northern pacific coast","BLACKROCKNPCOAST","NWFSC-BLACKROCKNPCOAST-1914-2006-BRANCH","black rockfish northern pacific coast","SSB-MT",1987,1084.92,NA,NA,NA,NA,NA,NA
"1704","SSB-MT black rockfish northern pacific coast","BLACKROCKNPCOAST","NWFSC-BLACKROCKNPCOAST-1914-2006-BRANCH","black rockfish northern pacific coast","SSB-MT",1988,980.58,NA,NA,NA,NA,NA,NA
"1705","SSB-MT black rockfish northern pacific coast","BLACKROCKNPCOAST","NWFSC-BLACKROCKNPCOAST-1914-2006-BRANCH","black rockfish northern pacific coast","SSB-MT",1989,853.43,NA,NA,NA,NA,NA,NA
"1706","SSB-MT black rockfish northern pacific coast","BLACKROCKNPCOAST","NWFSC-BLACKROCKNPCOAST-1914-2006-BRANCH","black rockfish northern pacific coast","SSB-MT",1990,774.23,NA,NA,NA,NA,NA,NA
"1707","SSB-MT black rockfish northern pacific coast","BLACKROCKNPCOAST","NWFSC-BLACKROCKNPCOAST-1914-2006-BRANCH","black rockfish northern pacific coast","SSB-MT",1991,709.92,NA,NA,NA,NA,NA,NA
"1708","SSB-MT black rockfish northern pacific coast","BLACKROCKNPCOAST","NWFSC-BLACKROCKNPCOAST-1914-2006-BRANCH","black rockfish northern pacific coast","SSB-MT",1992,652.73,NA,NA,NA,NA,NA,NA
"1709","SSB-MT black rockfish northern pacific coast","BLACKROCKNPCOAST","NWFSC-BLACKROCKNPCOAST-1914-2006-BRANCH","black rockfish northern pacific coast","SSB-MT",1993,619.27,NA,NA,NA,NA,NA,NA
"1710","SSB-MT black rockfish northern pacific coast","BLACKROCKNPCOAST","NWFSC-BLACKROCKNPCOAST-1914-2006-BRANCH","black rockfish northern pacific coast","SSB-MT",1994,607.98,NA,NA,NA,NA,NA,NA
"1711","SSB-MT black rockfish northern pacific coast","BLACKROCKNPCOAST","NWFSC-BLACKROCKNPCOAST-1914-2006-BRANCH","black rockfish northern pacific coast","SSB-MT",1995,605.66,NA,NA,NA,NA,NA,NA
"1712","SSB-MT black rockfish northern pacific coast","BLACKROCKNPCOAST","NWFSC-BLACKROCKNPCOAST-1914-2006-BRANCH","black rockfish northern pacific coast","SSB-MT",1996,649.08,NA,NA,NA,NA,NA,NA
"1713","SSB-MT black rockfish northern pacific coast","BLACKROCKNPCOAST","NWFSC-BLACKROCKNPCOAST-1914-2006-BRANCH","black rockfish northern pacific coast","SSB-MT",1997,706.59,NA,NA,NA,NA,NA,NA
"1714","SSB-MT black rockfish northern pacific coast","BLACKROCKNPCOAST","NWFSC-BLACKROCKNPCOAST-1914-2006-BRANCH","black rockfish northern pacific coast","SSB-MT",1998,761.87,NA,NA,NA,NA,NA,NA
"1715","SSB-MT black rockfish northern pacific coast","BLACKROCKNPCOAST","NWFSC-BLACKROCKNPCOAST-1914-2006-BRANCH","black rockfish northern pacific coast","SSB-MT",1999,825.81,NA,NA,NA,NA,NA,NA
"1716","SSB-MT black rockfish northern pacific coast","BLACKROCKNPCOAST","NWFSC-BLACKROCKNPCOAST-1914-2006-BRANCH","black rockfish northern pacific coast","SSB-MT",2000,891,NA,NA,NA,NA,NA,NA
"1717","SSB-MT black rockfish northern pacific coast","BLACKROCKNPCOAST","NWFSC-BLACKROCKNPCOAST-1914-2006-BRANCH","black rockfish northern pacific coast","SSB-MT",2001,958.55,NA,NA,NA,NA,NA,NA
"1718","SSB-MT black rockfish northern pacific coast","BLACKROCKNPCOAST","NWFSC-BLACKROCKNPCOAST-1914-2006-BRANCH","black rockfish northern pacific coast","SSB-MT",2002,1043.07,NA,NA,NA,NA,NA,NA
"1719","SSB-MT black rockfish northern pacific coast","BLACKROCKNPCOAST","NWFSC-BLACKROCKNPCOAST-1914-2006-BRANCH","black rockfish northern pacific coast","SSB-MT",2003,1114.05,NA,NA,NA,NA,NA,NA
"1720","SSB-MT black rockfish northern pacific coast","BLACKROCKNPCOAST","NWFSC-BLACKROCKNPCOAST-1914-2006-BRANCH","black rockfish northern pacific coast","SSB-MT",2004,1171.12,NA,NA,NA,NA,NA,NA
"1721","SSB-MT black rockfish northern pacific coast","BLACKROCKNPCOAST","NWFSC-BLACKROCKNPCOAST-1914-2006-BRANCH","black rockfish northern pacific coast","SSB-MT",2005,1210.85,NA,NA,NA,NA,NA,NA
"1722","SSB-MT black rockfish northern pacific coast","BLACKROCKNPCOAST","NWFSC-BLACKROCKNPCOAST-1914-2006-BRANCH","black rockfish northern pacific coast","SSB-MT",2006,1239.35,NA,NA,NA,NA,NA,NA
"1763","SSB-MT bluefish atlantic coast","BLUEFISHATLC","NEFSC-BLUEFISHATLC-1981-2007-SHEPHERD","bluefish atlantic coast","SSB-MT",1981,NA,NA,NA,NA,NA,NA,NA
"1764","SSB-MT bluefish atlantic coast","BLUEFISHATLC","NEFSC-BLUEFISHATLC-1981-2007-SHEPHERD","bluefish atlantic coast","SSB-MT",1982,335000,NA,NA,NA,NA,NA,NA
"1765","SSB-MT bluefish atlantic coast","BLUEFISHATLC","NEFSC-BLUEFISHATLC-1981-2007-SHEPHERD","bluefish atlantic coast","SSB-MT",1983,306000,NA,NA,NA,NA,NA,NA
"1766","SSB-MT bluefish atlantic coast","BLUEFISHATLC","NEFSC-BLUEFISHATLC-1981-2007-SHEPHERD","bluefish atlantic coast","SSB-MT",1984,260000,NA,NA,NA,NA,NA,NA
"1767","SSB-MT bluefish atlantic coast","BLUEFISHATLC","NEFSC-BLUEFISHATLC-1981-2007-SHEPHERD","bluefish atlantic coast","SSB-MT",1985,222000,NA,NA,NA,NA,NA,NA
"1768","SSB-MT bluefish atlantic coast","BLUEFISHATLC","NEFSC-BLUEFISHATLC-1981-2007-SHEPHERD","bluefish atlantic coast","SSB-MT",1986,226000,NA,NA,NA,NA,NA,NA
"1769","SSB-MT bluefish atlantic coast","BLUEFISHATLC","NEFSC-BLUEFISHATLC-1981-2007-SHEPHERD","bluefish atlantic coast","SSB-MT",1987,191000,NA,NA,NA,NA,NA,NA
"1770","SSB-MT bluefish atlantic coast","BLUEFISHATLC","NEFSC-BLUEFISHATLC-1981-2007-SHEPHERD","bluefish atlantic coast","SSB-MT",1988,148000,NA,NA,NA,NA,NA,NA
"1771","SSB-MT bluefish atlantic coast","BLUEFISHATLC","NEFSC-BLUEFISHATLC-1981-2007-SHEPHERD","bluefish atlantic coast","SSB-MT",1989,132000,NA,NA,NA,NA,NA,NA
"1772","SSB-MT bluefish atlantic coast","BLUEFISHATLC","NEFSC-BLUEFISHATLC-1981-2007-SHEPHERD","bluefish atlantic coast","SSB-MT",1990,106000,NA,NA,NA,NA,NA,NA
